Sku,Title,Price,Regular Price,images,Primary,Sub Categories,Sub Sub categories,,,
01-1273,6 Pcs Precision Screwdriver Set with Blue and Black head for Electrical Board Work,219,230,https://fixit.com.bd/wp-content/uploads/2019/12/01-1273A.jpg,Tools and Hardware,Hand Tools,Screwdrivers,,,
38-239,24 Oz Ball peen Hammer with Wooden Handle,200,200,https://fixit.com.bd/wp-content/uploads/2019/12/38-239A.jpg,Tools and Hardware,Hand Tools,Hammers,,,
26-3324,Sharp High Quality Meat Cleaver Butchers Knife Chapati,238,250,https://fixit.com.bd/wp-content/uploads/2019/12/26-3324B.jpg,Tools and Hardware,Hand Tools,Knives and Blades|Qurbani Specials,,,
26-3711,High Density Synthetic-chamois - Perfect for Home and Automotive Use for Power Clean Cham Brand,250,250,https://fixit.com.bd/wp-content/uploads/2019/12/26-3711A.jpg,Cleaning,Cleaning Tools and Supplies,Dusters,,,
36-394,Peach Shaped Plastic Box Yellow Color Kiddy Clay,238,250,https://fixit.com.bd/wp-content/uploads/2019/12/36-394A.jpg,Paint,Craft and Art Supplies,Clay and Modeling Materials,,,
04-572,10 Inch Stainless Steel Adjustable Wrench with Red Handle Karigor Brand,220,220,https://fixit.com.bd/wp-content/uploads/2019/12/04-572A.jpg,Tools and Hardware,Hand Tools,Wrenches,,,
20-1069,Plug in LED Ceramic Night Light,227,227,https://fixit.com.bd/wp-content/uploads/2019/12/20-1069A.jpg,Electrical,Fan Regulators and Dimmers,Dim Lights,,,
09-160,30 Meter Black Color Measuring Tape HMBR Brand,278,278,https://fixit.com.bd/wp-content/uploads/2019/12/09-160A-1.jpg,Tools and Hardware,Hand Tools,Measure and Layout Tools,,,
26-3051,Yellow & Grey Flower Design Kitchen Apron,318,335,https://fixit.com.bd/wp-content/uploads/2019/12/26-3051A.jpg,Kitchen,Kitchen Accessories,Kitchen Aprons,,,
40-060,Yellow &amp; Black Plastic Handle Pet Dog Metal Comb,285,285,https://fixit.com.bd/wp-content/uploads/2019/12/40-060A.jpg,Outdoor Living,Pet Supplies and Wildlife,Brushes and Combs,,,
26-3155,350  ml Garnet Rose Scented Liquid Air Perfume Sawaday Brand,330,347,https://fixit.com.bd/wp-content/uploads/2019/12/26-3155A.jpg,Cleaning,Air Care,Air Fresheners,,,
26-3028,180  ml Lemon Scented Wood Furniture Polish Pledge Brand,331,348,https://fixit.com.bd/wp-content/uploads/2019/12/26-3028A.jpg,Cleaning,Household Cleaners,Furniture and Upholstery Cleaners,,,
20-1226,10 Ampere 250 Volts  Four Gang Switch One Way,333,350,https://fixit.com.bd/wp-content/uploads/2019/12/20-1226A.jpg,Electrical,Switches and Outlets,Switches,,,
26-3361,Beautiful Flower Design PVC Table Cloth Waterproof Spillproof Easy Clean,390,410,https://fixit.com.bd/wp-content/uploads/2019/12/26-3361A-1.jpg,Kitchen,Tableware and Bar,Clothes,,,
26-3126,High Temperature Stainless Steel Knife Cenka Brand 3594,359,359,https://fixit.com.bd/wp-content/uploads/2019/12/26-3126A.jpg,Tools and Hardware,Hand Tools,Knives and Blades,,,
26-3446,4 Inch x 3 Inch Light Brown Leather Key Bag,404,425,https://fixit.com.bd/wp-content/uploads/2019/12/26-3446A-1.jpg,Tools and Hardware,Keys and Accessories,,,,
26-777,500 ml Alex Car Shampoo &amp; Wax,380,380,https://fixit.com.bd/wp-content/uploads/2019/12/26-777A-1.jpg,Tools and Hardware,Automotive,Auto Care and Detailing,,,
20-1276,60 Ampere Circuit Breaker Schneider Brand Model C63,420,420,https://fixit.com.bd/wp-content/uploads/2019/12/20-1276A.jpg,Electrical,Circuit Breakers and Panels,Circuit Breakers,,,
26-2050,Heavy Duty Small Pink and Blue Plastic Foldable Tool/Chair (Baby Chair),432,455,https://fixit.com.bd/wp-content/uploads/2019/12/26-2050A.jpg,Appliance,Small Appliances,Furniture,,,
26-2791,2 Liter White &amp; Green Color Spray Bottle great for Roof Farm &amp; Garden,432,454,https://fixit.com.bd/wp-content/uploads/2019/12/26-2791A.jpg,Lawn and Garden,Garden Tools,Spray Bottles,,,
04-591,12 Inch Black Color Stainless Steel Adjustable Wrench Karigor Brand,407,407,https://fixit.com.bd/wp-content/uploads/2019/12/04-591A.jpg,Tools and Hardware,Hand Tools,Wrenches,,,
09-209,30 Meter Fiberglass Measuring Tape Feibao Brand,500,500,https://fixit.com.bd/wp-content/uploads/2019/12/09-209A-1.jpg,Tools and Hardware,Hand Tools,Measure and Layout Tools,,,
20-1776,24 Inch Multi-Color Plastic Electrical Mosquito Bat,260,260,https://fixit.com.bd/wp-content/uploads/2019/12/28-066-web.jpg,Lawn and Garden,Insect and Pest Control,Home and Perimeter Insect Control,,,
19-980,18 Inch Stainless Steel Single Towel Rail,440,440,https://fixit.com.bd/wp-content/uploads/2019/12/19-980A.jpg,Bath and Faucets,Bathroom Accessories and Hardware,Towel Bars,,,
01-1049,16 Pcs Precision Screwdriver Set Wynn's Brand,487,513,https://fixit.com.bd/wp-content/uploads/2019/12/01-1049A.jpg,Tools and Hardware,Hand Tools,Screwdrivers,,,
03-110,70mm Metal Round Head Glass Cutter,523,550,https://fixit.com.bd/wp-content/uploads/2019/12/03-110-web.jpg,Tools and Hardware,Hand Tools,Glass Cutters,,,
04-608,2 Pcs Packet Stainless Steel C Wrench Set,523,550,https://fixit.com.bd/wp-content/uploads/2019/12/04-608A.jpg,Tools and Hardware,Hand Tools,Wrenches,,,
29-178,20mm x 50m Thin Double Sided Paper Tape,523,550,https://fixit.com.bd/wp-content/uploads/2019/12/29-178.jpg,Storage and Organization,Office Supplies,Adhesives and Tape,,,
20-1044,24W 220-240V 50-60Hz E-27 Warm White Spiral Energy Saving Bulb Philips Brand Screw In Install,488,488,https://fixit.com.bd/wp-content/uploads/2019/12/20-1044A.jpg,Electrical,Light Bulbs,LED Light Bulbs,,,
26-1595,Alluminium Meat Hammer With Two Different Surfaces for Tenderizing Meat,492,492,https://fixit.com.bd/wp-content/uploads/2019/12/26-1595A.jpg,Kitchen,Small Appliances,Kitchen Accessories,,,
04-014,14 Inch Adjustable Pipe Wrench HMBR Brand,506,506,https://fixit.com.bd/wp-content/uploads/2019/12/04-014-web-600x600.jpg,Tools and Hardware,Hand Tools,Wrenches,,,
04-401,12 Inch Metal Nose Pipe Wrench Black and Orange Color HMBR Brand,509,509,https://fixit.com.bd/wp-content/uploads/2019/12/04-401A.jpg,Tools and Hardware,Hand Tools,Wrenches,,,
26-3047,Blue Floral Design Kitchen Apron,523,523,https://fixit.com.bd/wp-content/uploads/2019/12/26-3047A.jpg,Kitchen,Kitchen Accessories,Kitchen Aprons,,,
26-3257,Stainless Steel Kitchen Hammer for Tenderizing Meat,618,650,https://fixit.com.bd/wp-content/uploads/2019/12/26-3257B.jpg,Kitchen,Small Appliances,Kitchen Accessories|Qurbani Specials,,,
20-1342,300mm x 200mm x 80mm White Color Plastic Circuit Breaker Box Single Gang (10 Pcs) Double Gang (8-10 Pcs) Capacity,625,658,https://fixit.com.bd/wp-content/uploads/2019/12/20-1342A.jpg,Electrical,Circuit Breakers and Panels,Subpanels,,,
08-927,3 Keys Stainless Steel Shiny & Matt Striped Design Round Door Lock,520,520,https://fixit.com.bd/wp-content/uploads/2019/12/08-927A-1.jpg,Tools and Hardware,Safety and Security,Locks,,,
26-1572,230 gm Car Wax Polish Formula-1 Brand,590,590,https://fixit.com.bd/wp-content/uploads/2019/12/26-1572-600x600.jpg,Tools and Hardware,Automotive,Auto Care and Detailing,,,
01-1009,Network Cable Tester RJ45 RJ11 RJ12 UTP LAN Cable Tester Networking Tool WynnÃ¢â‚¬â„¢s Brand,656,690,https://fixit.com.bd/wp-content/uploads/2019/12/01-1009A.jpg,Electrical,Network and Cable Testers,,,,
08-928,4 Keys Stainless Steel Shiny &amp; Matt Striped Design Round Door Lock,610,610,https://fixit.com.bd/wp-content/uploads/2019/12/08-928A-1.jpg,Tools and Hardware,Safety and Security,Locks,,,
08-964,Traditional Stainless Steel Matte Round Door Lock,808,808,https://fixit.com.bd/wp-content/uploads/2019/12/08-964A-1.jpg,Tools and Hardware,Safety and Security,Locks,,,
26-3050,Pink &amp; Purple Natural &amp; Comfort Kitchen Apron Model XJF0460,656,656,https://fixit.com.bd/wp-content/uploads/2019/12/26-3050a.jpg,Kitchen,Kitchen Accessories,Kitchen Aprons,,,
26-3244,3 ft. Black Color Walking Stick With Torch Light,808,850,https://fixit.com.bd/wp-content/uploads/2019/12/26-3244A.jpg,Appliance,Mobility,Canes,,,
21-157,1 Liter Fevicol Synthetic Rubber Adhesive SR998 For Leather  Rexine  Heat &amp; Water Resistant,750,750,https://fixit.com.bd/wp-content/uploads/2019/12/21-157A.jpg,Paint,Duct Tape  Glues and Epoxy,Glues and Epoxy,,,
26-3522,5W LED Electric Plug Mosquito Killer & Fly Trap,835,879,https://fixit.com.bd/wp-content/uploads/2019/12/26-3522A.jpg,Lawn and Garden,Insect and Pest Control,Home and Perimeter Insect Control,,,
14-200,Wire Cable Crimper PC Network Tool Wynnâ€&#x2122;s Brand,865,865,https://fixit.com.bd/wp-content/uploads/2019/12/14-200A.jpg,Tools and Hardware,Hand Tools,Crimping pliers,,,
20-1402,Volt-Ohm-Millimeter Analog Multimeter Tester,998,1050,https://fixit.com.bd/wp-content/uploads/2019/12/20-1402A.jpg,Electrical,Electrical Tools and Accessories,Electrical Test Meter,,,
08-926,Stainless Steel With Vertical Lined Engraving Round Door Lock,958,958,https://fixit.com.bd/wp-content/uploads/2019/12/08-926A-1.jpg,Tools and Hardware,Safety and Security,Locks,,,
08-901,Stainless Steel With Vertical Lined Engraving Round Door Lock Brass Nozzle,1115,1115,https://fixit.com.bd/wp-content/uploads/2019/12/08-901A-1.jpg,Tools and Hardware,Safety and Security,Locks,,,
27-145,"24"" Breakage-proof Indoor/outdoor Convex Safety Mirror Pole Mount Traffic Security Shop Driveway Blind Spot Hidden",2000,2000,https://fixit.com.bd/wp-content/uploads/2019/12/T1Vj0_FlBXXXXXXXXX_0-item_pic-600x600.jpg,Tools and Hardware,Safety Gear and Equipment,Safety Gear,,,
23-430,220V 200W 50Hz Sander Machine Huipu Brand,2354,2478,https://fixit.com.bd/wp-content/uploads/2019/12/23-430.jpg,Tools and Hardware,Power Tools,Sander Machine,,,
26-3197,Stainless Steel Color Dustbin for Cigerette,4800,4800,https://fixit.com.bd/wp-content/uploads/2019/12/26-3197A.jpg,Cleaning,Trash and Recycling,Recycling Bins,,,
29-300,Mod Podge Gloss Waterbase Sealer  Glue and Finish - 32 oz,4000,4000,https://fixit.com.bd/wp-content/uploads/2019/12/gloss.jpg,Paint,Craft and Art Supplies,Clay and Modeling Materials,,,
18-166,3 ft. D Type Metal Shovel Wynn's Brand,3420,3600,https://fixit.com.bd/wp-content/uploads/2019/12/18-166A.jpg,Lawn and Garden,Garden Tools,Shovels,,,
08-956,Stainless Steel Color Door Handle Lock,3275,3275,https://fixit.com.bd/wp-content/uploads/2019/12/08-956A-1.jpg,Tools and Hardware,Safety and Security,Door Locks,,,
26-3814,Home T-Leg Adjustable Height 1.5 ft. x 3 ft. Check Design Cloth Ironing Board,3895,4100,https://fixit.com.bd/wp-content/uploads/2019/12/26-3814A.jpg,Kitchen,Cleaning and Ironing,Ironing Boards,,,
23-457,220V 500W 50-60Hz Jigsaw Huipu Brand,4091,4306,https://fixit.com.bd/wp-content/uploads/2019/12/23-457.jpg,Tools and Hardware,Power Tools,Jig Saws,,,
23-532,18V Multievo Multi tool with Drill Driver Attachment BLACK+DECKER Brand MT218K-GB Drill Machine,15675,16500,https://fixit.com.bd/wp-content/uploads/2019/12/Imageresizer.jpg,Tools and Hardware,Power Tools,Drill Machine,,,
Fixit-0321PH2-10,PH2x250mmL Phillips Screwdriver Hans Brand,290,290,https://fixit.com.bd/wp-content/uploads/2019/12/PH2x250mmL-Phillips-Screwdriver-Hans-Brand.jpg,Tools and Hardware,Hand Tools,Screwdrivers,,,
Fixit-5111G18,190mmL Chisel & Punch Hans Brand,580,580,https://fixit.com.bd/wp-content/uploads/2019/12/190mmL-Chisel-Punch-Hans-Brand.jpg,Tools and Hardware,Hand Tools,Chisels,,,
01-1465,5x9.5mm x 165mmL Center Punch Hans Brand 5115M05,261,261,https://fixit.com.bd/wp-content/uploads/2019/12/5x9.5mm-x-165mmL-Center-Punch-Hans-Brand.jpg,Tools and Hardware,Hand Tools,Chisels,,,
Fixit-0828PH1-3,(+) Plus Head PH1 X 80mmL 4 Inch Insulated Screwdriver Hans Brand,435,435,https://fixit.com.bd/wp-content/uploads/2019/12/Plus-Head-PH1-X-80mmL-4-Inch-Insulated-Screwdriver-Hans-Brand.jpg,Tools and Hardware,Hand Tools,Screwdrivers,,,
26-1628,Multi Purpose Adhesive Remover Sprayway Brand Removes Adhesive from Glass  Auto Paint  Banner etc,808,808,https://fixit.com.bd/wp-content/uploads/2019/12/26-1628.jpg,Storage and Organization,Office Supplies,Adhesive Remover|Paint,Paint Supplies,Paint Remover,
26-3502,50 Liter Dustbin Green Color Recycling bin for Household & Industrial Use,4275,4275,https://fixit.com.bd/wp-content/uploads/2019/12/50-liter-dustbin.jpg,Cleaning,Trash and Recycling,Recycling Bins,,,
26-2235,240 Liter Dustbin Orange and Green Color High Quality Plastic Recycling bin for Industrial Use,11400,12500,https://fixit.com.bd/wp-content/uploads/2019/12/240liter.jpg,Cleaning,Trash and Recycling,Recycling Bins,,,
01-715-1,18 Inch Bolt Cutter China Brand,860,860,https://fixit.com.bd/wp-content/uploads/2019/12/1YNB8_AS03-1.jpeg,Tools and Hardware,Hand Tools,Bolt Cutters,,,
26-4035,Grill &amp; Oven Cleaner Spray Sprayway Brand,808,808,https://fixit.com.bd/wp-content/uploads/2019/12/grill-oven-cleaner_1.jpg,Cleaning,Household Cleaners,Cloth Cleaners,,,
26-2870,19 OZ Granite &amp; Marble Cleaner Sprayway Brand,808,808,https://fixit.com.bd/wp-content/uploads/2019/12/26-2870.jpg,Cleaning,Household Cleaners,Floor Cleaners,,,
26-4057,500 ml Lavender Scented Multi Surface Cleaner Refill Zepto Brand,128,128,https://fixit.com.bd/wp-content/uploads/2019/12/DSC_0560.jpg,Cleaning,Household Cleaners,All Purpose Cleaners,,,
23-484,220-240 V 500 W 16000 RPM 50/60 Hz Electric Air Blower Stanley Brand,5850,5850,https://fixit.com.bd/wp-content/uploads/2019/12/item_XL_11543681_16404268.jpg,Tools and Hardware,Power Tools,Dust Blower,,,
26-101,250ml Savlon Soap Spray Aci Brand,90,90,https://fixit.com.bd/wp-content/uploads/2019/12/26-101.jpg,Cleaning,Personal Care,Hand Soaps and Sanitizers,,,
26-2443,3500 ml Ocean Blue Refill Fabric Softener Hygiene Brand,670,670,https://fixit.com.bd/wp-content/uploads/2019/12/26-2443.jpg,Cleaning,Personal Care,Fabric Conditioner,,,
28-031,2 Pcs Plastic Glue Traps for Rat &amp; Mice,125,125,https://fixit.com.bd/wp-content/uploads/2019/12/28-031.jpg,Lawn and Garden,Insect and Pest Control,Home and Perimeter Insect Control,,,
29-031,2 Inch Yellow Cover Double Sided Foam Tape For Hanging Things from Wall,145,145,https://fixit.com.bd/wp-content/uploads/2019/12/29-031.jpg,Storage and Organization,Office Supplies,Adhesives and Tape,,,
29-065,1 Inch Yellow Cover Double Sided Foam Tape For Hanging Things from Wall,72,72,https://fixit.com.bd/wp-content/uploads/2019/12/29-065.jpg,Storage and Organization,Office Supplies,Adhesives and Tape,,,
08-1157,16 Inch Width X 14 Inch Height Excellent Electronic Steel Safe Security Box with Digital PIN or Override Key for Home Office Jewelry Money Cash Storage Safety Locker (10kg),11875,12500,https://fixit.com.bd/wp-content/uploads/2019/12/08-1157.jpg,Tools and Hardware,Safety and Security,Safety Lockers,,,
40-321,4 Feet Transparent Color Dog Belt,145,145,https://fixit.com.bd/wp-content/uploads/2019/12/40-321.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
40-327,3.5 Feet Thick Blue & Black Color Thick Dog Belt,220,220,https://fixit.com.bd/wp-content/uploads/2019/12/40-327.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
40-326,5 Feet Thick Multi Color Dog Belt with Chest,310,310,https://fixit.com.bd/wp-content/uploads/2019/12/40-326.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
23-568,1.5 Hp 2800 RPM Air Compressor Motor,8000,8000,https://fixit.com.bd/wp-content/uploads/2019/12/20114291101157348.jpg,Tools and Hardware,Air Tools,Air Compressors,,,
05-1752,4pcs Black Color Universal Car Door Removable Anti Crash Strip Edge Guard Stickers,220,220,https://fixit.com.bd/wp-content/uploads/2019/12/IMG_3295.jpg,Automotive,Automotive Detailing,,,,
06-165,70mm Padlock Hmbr Brand,343,343,https://fixit.com.bd/wp-content/uploads/2019/12/3706ee34cc596b9b1a4f81450a0f8765.jpg,Tools and Hardware,Safety and Security,Pad Locks,,,
01-54654,Head for 5 Inch Cutting Disk use in 4 Inch Angle Grinder,2000,2000,https://fixit.com.bd/wp-content/uploads/2019/12/46507613_331967867385016_6195852742410371072_n.jpg,Tools and Hardware,Power Tool Accessories,Specialty Power Tool Accessories,,,
26-4100,27 Inch X 19 Inch Red color Non Slip Floor Door Mat FRXY0075,238,238,https://fixit.com.bd/wp-content/uploads/2019/12/26-4100.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
26-4101,23 Inch X 15 Inch Plastic Floor Door Mat for bathroom FGXY0083,209,209,https://fixit.com.bd/wp-content/uploads/2019/12/26-4101.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
26-4104,35 Inch X 24 Inch Round Corner Red Color Floral Design Non Slip Floor Door Carpet DDD65,409,409,https://fixit.com.bd/wp-content/uploads/2019/12/26-4104.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
40-344,Black Color Heavy Duty Pet Dog belt with tith Chest,850,850,https://fixit.com.bd/wp-content/uploads/2019/12/40-344.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
40-353,Medium Size Dog body belt,1050,1050,https://fixit.com.bd/wp-content/uploads/2019/12/40-353.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
05-1742,Stainless Steel Full Brass  Door Chain  Zuodengbao Brand,270,270,https://fixit.com.bd/wp-content/uploads/2019/12/05-1742.jpg,Tools and Hardware,Gate Hardware,Gate Latches,,,
26-4187,Imitation Wool Washable Car Washing Cleaning Gloves Universal Cleaning Cloth Gloves Car Necessary Tools,210,210,https://fixit.com.bd/wp-content/uploads/2019/12/2dd12a39-1e8d-434c-ae91-b05fb2d4d1f2_1.jpg,Automotive,Automotive Detailing|Cleaning,Household Cleaners,Car Cleaners,,
18-421,50FT Retractable Expandable Flexible Magic Hose Pipe For Water Watering Garden Hose With Valve+ Spray,570,645,https://fixit.com.bd/wp-content/uploads/2019/12/1_17__3_22.jpg,Lawn and Garden,Watering and Irrigation,Garden Hoses,,,
18-424,150FT Retractable Expandable Flexible Magic Hose Pipe For Water Watering Garden Hose With Valve+ Spray,1097,1097,https://fixit.com.bd/wp-content/uploads/2019/12/71IT3si39BL._SY355_.jpg,Lawn and Garden,Watering and Irrigation,Garden Hoses,,,
16-752,8mm X 60mm 2 Pcs Packet Nut &amp; Bolt,24,24,https://fixit.com.bd/wp-content/uploads/2019/12/16-250A.jpg,Tools and Hardware,Screws  Nails and Anchors,Nuts,,,
Jan-56,4 Ton Hand Cable Puller China brand,2800,2800,https://fixit.com.bd/wp-content/uploads/2019/12/4T_hand_cable_puller_LRG.jpg,Tools and Hardware,Hand Tools,,,,
26-839,Gas Lighter For Cigarette,12,12,https://fixit.com.bd/wp-content/uploads/2019/12/26-839a.jpg,Kitchen,Cooking and Food Preparation,Charcoal Starter and Lighters,,,
26-1048,Pink Color Shower Cap,10,10,https://fixit.com.bd/wp-content/uploads/2019/12/26-4018a.jpg,Cleaning,Cleaning Tools and Supplies,Sponges and Scouring Pads,,,
29-069,4 Inch Size Radium Tape (Per Feet),135,135,https://fixit.com.bd/wp-content/uploads/2019/12/29-069e.jpg,Storage and Organization,Office Supplies,Adhesives and Tape,,,
27-119,Emergency Fire Blanket,3250,3421,https://fixit.com.bd/wp-content/uploads/2019/12/fire-blanket-emergency-fire-blanket-1_1024x1024.jpg,Tools and Hardware,Safety Gear and Equipment,Safety Gear,,,
27-176,Ear Muff China Brand,520,520,https://fixit.com.bd/wp-content/uploads/2019/12/IMG_3058.jpg,Tools and Hardware,Safety Gear and Equipment,Hearing Protection,,,
26-1975 B,500 ml Lavender Scented Glass Cleaner Goodmaid Brand,180,180,https://fixit.com.bd/wp-content/uploads/2019/12/lavender-1.jpg,Cleaning,Household Cleaners,Glass and Window Cleaners,,,
26-3746,(1.5 Kg Capacity) 2 Pcs Star Shape Light Pink Color Adhesive Picture Hook (Sticks to Wall),86,86,https://fixit.com.bd/wp-content/uploads/2019/12/IMG_4633.jpg,Tools and Hardware,Fasteners,Picture and Mirror Hanging,,,
30-5098,Mod Podge Matte Waterbase Sealer  Glue and Finish - 16 oz,2000,2000,https://fixit.com.bd/wp-content/uploads/2019/12/51v1Z29UYGL._SL1040_.jpg,Paint,Craft and Art Supplies,Clay and Modeling Materials,,,
30-538,Mod Podge Gloss Waterbase Sealer  Glue and Finish - 16 oz,1600,1600,https://fixit.com.bd/wp-content/uploads/2019/12/51f1Rkyx9XL._SL1040_.jpg,Paint,Craft and Art Supplies,Clay and Modeling Materials,,,
