P_sku,Product Title,Cat,Sub Cat,Sub Sub Cat,Product Description,Images,Regular Price,Price
fixit-10000,160mm- 6 Inch Combination Pliers Tolsen Brand 10000,Tools and Hardware,Hand Tools,Pliers,• Forged steel nickel finish• Two-component plastic handle• Packing: blister card,https://fixit.com.bd/wp-content/uploads/2020/01/0bb96f906ed45f37625a2da5f9e2d3d9c3261f0b.jpg,264,238
fixit-10001,180mm- 7 Inch Combination Pliers Tolsen Brand 10001,Tools and Hardware,Hand Tools,Pliers,• Forged steel nickel finish• Two-component plastic handle• Packing: blister card,https://fixit.com.bd/wp-content/uploads/2020/01/0bb96f906ed45f37625a2da5f9e2d3d9c3261f0b.jpg,295,266
fixit-10002,200mm- 8 Inch Combination Pliers Tolsen Brand 10002,Tools and Hardware,Hand Tools,Pliers,• Forged steel nickel finish• Two-component plastic handle• Packing: blister card,https://fixit.com.bd/wp-content/uploads/2020/01/0bb96f906ed45f37625a2da5f9e2d3d9c3261f0b.jpg,341,307
fixit-10003,160mm- 6 Inch Diagonal Cutting Pliers Tolsen Brand 10003,Tools and Hardware,Hand Tools,Pliers,• Forged steel nickel finish• Two-component plastic handle• Packing: blister card ,https://fixit.com.bd/wp-content/uploads/2020/01/bf51306a517d6e8ce953af4b280876259123707c.jpg,264,238
fixit-10004,180mm- 7 Inch Diagonal Cutting Pliers Tolsen Brand 10004,Tools and Hardware,Hand Tools,Pliers,• Forged steel nickel finish• Two-component plastic handle• Packing: blister card ,https://fixit.com.bd/wp-content/uploads/2020/01/bf51306a517d6e8ce953af4b280876259123707c.jpg,341,307
fixit-10006,160mm- 6 Inch Long Nose Pliers Tolsen Brand 10006,Tools and Hardware,Hand Tools,Pliers,• Forged steel nickel finish• Bi-color plastic handle• Packed by PP card,https://fixit.com.bd/wp-content/uploads/2020/01/854fb7be09193e7c8344c609192a41e2c88a3fea.jpg,264,238
fixit-10007,200mm- 8 Inch Long Nose Pliers Tolsen Brand 10007,Tools and Hardware,Hand Tools,Pliers,• Forged steel nickel finish• Bi-color plastic handle• Packed by PP card,https://fixit.com.bd/wp-content/uploads/2020/01/854fb7be09193e7c8344c609192a41e2c88a3fea.jpg,341,307
fixit-10015,160mm- 6″ Combination Pliers Tolsen Brand 10015,Tools and Hardware,Hand Tools,Pliers,• CrV black finish• Two-component plastic handle• Packing: PP card,https://fixit.com.bd/wp-content/uploads/2020/01/03ef78a8d4cb0d7c8ceea5cd6bc46cf3d61d28d4.jpg,357,321
fixit-10017,200mm- 8″ Combination Pliers Tolsen Brand 10017,Tools and Hardware,Hand Tools,Pliers,• CrV black finish• Two-component plastic handle• Packing: PP card,https://fixit.com.bd/wp-content/uploads/2020/01/03ef78a8d4cb0d7c8ceea5cd6bc46cf3d61d28d4.jpg,496,446
fixit-10018,160mm- 6″ Diagonal Cutting Pliers Tolsen Brand 10018,Tools and Hardware,Hand Tools,Pliers,• CrV black finish• Two-component plastic handle• Packing: PP card,https://fixit.com.bd/wp-content/uploads/2020/01/a822f9f38358686d7e6e0861359ec2e956447066.jpg,357,321
fixit-10019,180mm- 7″ Diagonal Cutting Pliers Tolsen Brand 10019,Tools and Hardware,Hand Tools,Pliers,• CrV black finish• Two-component plastic handle• Packing: PP card,https://fixit.com.bd/wp-content/uploads/2020/01/a822f9f38358686d7e6e0861359ec2e956447066.jpg,496,446
fixit-10021,160mm- 6″ Long Nose Pliers Tolsen Brand 10021,Tools and Hardware,Hand Tools,Pliers,• CrV black finish• Two-component plastic handle• Packing: PP card,https://fixit.com.bd/wp-content/uploads/2020/01/c0a33e6462ca2181a14d9b01eb402400326636aa.jpg,357,321
fixit-10022,200mm- 8″ Long Nose Pliers Tolsen Brand 10022,Tools and Hardware,Hand Tools,Pliers,• CrV black finish• Two-component plastic handle• Packing: PP card,https://fixit.com.bd/wp-content/uploads/2020/01/c0a33e6462ca2181a14d9b01eb402400326636aa.jpg,496,446
fixit-10043,160mm- 6 Inch End Cutting Pincer Tolsen Brand 10043,Tools and Hardware,Hand Tools,Bolt Cutters,• Forged steelblack finish• Dipped handle• Packing: PP card,https://fixit.com.bd/wp-content/uploads/2020/01/78a79a0f7070f96edfab84b5bf6ea75a52497246.jpg,341,307
fixit-10059,300mm- 12 Inch Bolt Cutter Tolsen Brand 10059,Tools and Hardware,Hand Tools,Bolt Cutters,• CrV blade black finish• Packing: drawing box with color label,https://fixit.com.bd/wp-content/uploads/2020/01/,775,698
fixit-10060,350mm- 14 Inch Bolt Cutter Tolsen Brand 10060,Tools and Hardware,Hand Tools,Bolt Cutters,• CrV blade black finish• Packing: drawing box with color label,https://fixit.com.bd/wp-content/uploads/2020/01/,977,879
fixit-10061,450mm- 18 Inch Bolt Cutter Tolsen Brand 10061,Tools and Hardware,Hand Tools,Bolt Cutters,• CrV blade black finish• Packing: drawing box with color label,https://fixit.com.bd/wp-content/uploads/2020/01/,1240,1116
fixit-10062,600mm- 24 Inch Bolt Cutter Tolsen Brand 10062,Tools and Hardware,Hand Tools,Bolt Cutters,• CrV blade black finish• Packing: drawing box with color label,https://fixit.com.bd/wp-content/uploads/2020/01/,1628,1465
fixit-10063,750mm- 30 Inch Bolt Cutter Tolsen Brand 10063,Tools and Hardware,Hand Tools,Bolt Cutters,• CrV blade black finish• Packing: drawing box with color label,https://fixit.com.bd/wp-content/uploads/2020/01/,2170,1953
fixit-10064,900mm- 36 Inch Bolt Cutter Tolsen Brand 10064,Tools and Hardware,Hand Tools,Bolt Cutters,• CrV blade black finish• Packing: drawing box with color label,https://fixit.com.bd/wp-content/uploads/2020/01/,2868,2581
fixit-10067,200mm- 8 Inch Pipe Wrench Tolsen Brand 10067,Tools and Hardware,Hand Tools,Pipe Wrenches,• Mobile jaw drop-forged with high quality CrMo steel• Dipped handle• Packing: hang tag with drawing box,https://fixit.com.bd/wp-content/uploads/2020/01/,434,391
fixit-10068,250mm- 10 Inch Pipe Wrench Tolsen Brand 10068,Tools and Hardware,Hand Tools,Pipe Wrenches,• Mobile jaw drop-forged with high quality CrMo steel• Dipped handle• Packing: hang tag with drawing box,https://fixit.com.bd/wp-content/uploads/2020/01/,543,489
fixit-10069,300mm- 12 Inch Pipe Wrench Tolsen Brand 10069,Tools and Hardware,Hand Tools,Pipe Wrenches,• Mobile jaw drop-forged with high quality CrMo steel• Dipped handle• Packing: hang tag with drawing box,https://fixit.com.bd/wp-content/uploads/2020/01/,698,628
fixit-10070,350mm- 14' Pipe Wrench Tolsen Brand 10070,Tools and Hardware,Hand Tools,Pipe Wrenches,• Mobile jaw drop-forged with high quality CrMo steel• Dipped handle• Packing: hang tag with drawing box,https://fixit.com.bd/wp-content/uploads/2020/01/,775,698
fixit-10071,450mm- 18 Inch Pipe Wrench Tolsen Brand 10071,Tools and Hardware,Hand Tools,Pipe Wrenches,• Mobile jaw drop-forged with high quality CrMo steel• Dipped handle• Packing: hang tag with drawing box,https://fixit.com.bd/wp-content/uploads/2020/01/,1163,1047
fixit-10072,600mm- 24 Inch Pipe Wrench Tolsen Brand 10072,Tools and Hardware,Hand Tools,Pipe Wrenches,• Mobile jaw drop-forged with high quality CrMo steel• Dipped handle• Packing: hang tag with drawing box,https://fixit.com.bd/wp-content/uploads/2020/01/,1628,1465
fixit-10073,900mm- 36 Inch Pipe Wrench Tolsen Brand 10073,Tools and Hardware,Hand Tools,Pipe Wrenches,• Mobile jaw drop-forged with high quality CrMo steel• Dipped handle• Packing: hang tag with drawing box,https://fixit.com.bd/wp-content/uploads/2020/01/,3100,2790
fixit-10221,250mm- 10 Inch Pipe Wrench Tolsen Brand 10221,Tools and Hardware,Hand Tools,Pipe Wrenches,• Mobile jaw drop-forged with high quality CrMo steel• Aluminium alloy body• Packing: hang tag with drawing box,https://fixit.com.bd/wp-content/uploads/2020/01/79256df0134a86d8e8a5efa82e93d18b1781fc7a.jpg,853,768
fixit-10222,300mm- 12 Inch Pipe Wrench Tolsen Brand 10222,Tools and Hardware,Hand Tools,Pipe Wrenches,• Mobile jaw drop-forged with high quality CrMo steel• Aluminium alloy body• Packing: hang tag with drawing box,https://fixit.com.bd/wp-content/uploads/2020/01/79256df0134a86d8e8a5efa82e93d18b1781fc7a.jpg,1054,949
fixit-10223,350mm- 14' Pipe Wrench Tolsen Brand 10223,Tools and Hardware,Hand Tools,Pipe Wrenches,• Mobile jaw drop-forged with high quality CrMo steel• Aluminium alloy body• Packing: hang tag with drawing box,https://fixit.com.bd/wp-content/uploads/2020/01/79256df0134a86d8e8a5efa82e93d18b1781fc7a.jpg,1318,1186
fixit-10224,450mm- 18 Inch Pipe Wrench Tolsen Brand 10224,Tools and Hardware,Hand Tools,Pipe Wrenches,• Mobile jaw drop-forged with high quality CrMo steel• Aluminium alloy body• Packing: hang tag with drawing box,https://fixit.com.bd/wp-content/uploads/2020/01/79256df0134a86d8e8a5efa82e93d18b1781fc7a.jpg,1628,1465
fixit-10225,600mm- 24 Inch Pipe Wrench Tolsen Brand 10225,Tools and Hardware,Hand Tools,Pipe Wrenches,• Mobile jaw drop-forged with high quality CrMo steel• Aluminium alloy body• Packing: hang tag with drawing box,https://fixit.com.bd/wp-content/uploads/2020/01/79256df0134a86d8e8a5efa82e93d18b1781fc7a.jpg,2945,2651
fixit-10226,900mm- 36 Inch Pipe Wrench Tolsen Brand 10226,Tools and Hardware,Hand Tools,Pipe Wrenches,• Mobile jaw drop-forged with high quality CrMo steel• Aluminium alloy body• Packing: hang tag with drawing box,https://fixit.com.bd/wp-content/uploads/2020/01/79256df0134a86d8e8a5efa82e93d18b1781fc7a.jpg,4495,4046
fixit-10227,1200mm- 48 Inch Pipe Wrench Tolsen Brand 10227,Tools and Hardware,Hand Tools,Pipe Wrenches,• Mobile jaw drop-forged with high quality CrMo steel• Aluminium alloy body• Packing: hang tag with drawing box,https://fixit.com.bd/wp-content/uploads/2020/01/79256df0134a86d8e8a5efa82e93d18b1781fc7a.jpg,9610,8649
fixit-10231,200mm- 8 Inch Pipe Wrench Tolsen Brand 10231,Tools and Hardware,Hand Tools,Pipe Wrenches,• Mobile jaw drop-forged with high quality carbon steel• Packing: hang tag with drawing box,https://fixit.com.bd/wp-content/uploads/2020/01/ef036568a585c4eb9504adbeadc0b087bbb0feda.jpg,326,293
fixit-10232,250mm- 10 Inch Pipe Wrench Tolsen Brand 10232,Tools and Hardware,Hand Tools,Pipe Wrenches,• Mobile jaw drop-forged with high quality carbon steel• Packing: hang tag with drawing box,https://fixit.com.bd/wp-content/uploads/2020/01/ef036568a585c4eb9504adbeadc0b087bbb0feda.jpg,434,391
fixit-10233,300mm- 12 Inch Pipe Wrench Tolsen Brand 10233,Tools and Hardware,Hand Tools,Pipe Wrenches,• Mobile jaw drop-forged with high quality carbon steel• Packing: hang tag with drawing box,https://fixit.com.bd/wp-content/uploads/2020/01/ef036568a585c4eb9504adbeadc0b087bbb0feda.jpg,527,474
fixit-10234,350mm- 14' Pipe Wrench Tolsen Brand 10234,Tools and Hardware,Hand Tools,Pipe Wrenches,• Mobile jaw drop-forged with high quality carbon steel• Packing: hang tag with drawing box,https://fixit.com.bd/wp-content/uploads/2020/01/ef036568a585c4eb9504adbeadc0b087bbb0feda.jpg,651,586
fixit-10235,450mm- 18 Inch Pipe Wrench Tolsen Brand 10235,Tools and Hardware,Hand Tools,Pipe Wrenches,• Mobile jaw drop-forged with high quality carbon steel• Packing: hang tag with drawing box,https://fixit.com.bd/wp-content/uploads/2020/01/ef036568a585c4eb9504adbeadc0b087bbb0feda.jpg,899,809
fixit-10236,600mm- 24 Inch Pipe Wrench Tolsen Brand 10236,Tools and Hardware,Hand Tools,Pipe Wrenches,• Mobile jaw drop-forged with high quality carbon steel• Packing: hang tag with drawing box,https://fixit.com.bd/wp-content/uploads/2020/01/ef036568a585c4eb9504adbeadc0b087bbb0feda.jpg,1271,1144
fixit-10237,900mm- 36 Inch Pipe Wrench Tolsen Brand 10237,Tools and Hardware,Hand Tools,Pipe Wrenches,• Mobile jaw drop-forged with high quality carbon steel• Packing: hang tag with drawing box,https://fixit.com.bd/wp-content/uploads/2020/01/ef036568a585c4eb9504adbeadc0b087bbb0feda.jpg,2325,2093
fixit-10241,300mm-12 Inch Bolt Cutter Tolsen Brand 10241,Tools and Hardware,Hand Tools,Bolt Cutters,• High quality carbon steel blade polished finish• Packing: drawing box with color label,https://fixit.com.bd/wp-content/uploads/2020/01/,667,600
fixit-10242,350mm-14 Inch Bolt Cutter Tolsen Brand 10242,Tools and Hardware,Hand Tools,Bolt Cutters,• High quality carbon steel blade polished finish• Packing: drawing box with color label,https://fixit.com.bd/wp-content/uploads/2020/01/,775,698
fixit-10243,450mm-18 Inch Bolt Cutter Tolsen Brand 10243,Tools and Hardware,Hand Tools,Bolt Cutters,• High quality carbon steel blade polished finish• Packing: drawing box with color label,https://fixit.com.bd/wp-content/uploads/2020/01/,1008,907
fixit-10244,600mm-24 Inch Bolt Cutter Tolsen Brand 10244,Tools and Hardware,Hand Tools,Bolt Cutters,• High quality carbon steel blade polished finish• Packing: drawing box with color label,https://fixit.com.bd/wp-content/uploads/2020/01/,1364,1228
fixit-10245,750mm-30 Inch Bolt Cutter Tolsen Brand 10245,Tools and Hardware,Hand Tools,Bolt Cutters,• High quality carbon steel blade polished finish• Packing: drawing box with color label,https://fixit.com.bd/wp-content/uploads/2020/01/,1938,1744
fixit-10246,900mm-36 Inch Bolt Cutter Tolsen Brand 10246,Tools and Hardware,Hand Tools,Bolt Cutters,• High quality carbon steel blade polished finish• Packing: drawing box with color label,https://fixit.com.bd/wp-content/uploads/2020/01/,2372,2135
fixit-10247,1050mm-42 Inch Bolt Cutter Tolsen Brand 10247,Tools and Hardware,Hand Tools,Bolt Cutters,• High quality carbon steel blade polished finish• Packing: drawing box with color label,https://fixit.com.bd/wp-content/uploads/2020/01/,3255,2930
fixit-10311,160mm-6 Inch Slip Joint Plier Tolsen Brand 10311,Tools and Hardware,Hand Tools,Slip joint pliers,• Forged steel• Polish finished• Dipped handle• Packing: PP card,https://fixit.com.bd/wp-content/uploads/2020/01/,186,167
fixit-10313,200mm-8 Inch Slip Joint Plier Tolsen Brand 10313,Tools and Hardware,Hand Tools,Slip joint pliers,• Forged steel• Polish finished• Dipped handle• Packing: PP card,https://fixit.com.bd/wp-content/uploads/2020/01/,248,223
fixit-10314,250mm-10 Inch Slip Joint Plier Tolsen Brand 10314,Tools and Hardware,Hand Tools,Slip joint pliers,• Forged steel• Polish finished• Dipped handle• Packing: PP card,https://fixit.com.bd/wp-content/uploads/2020/01/,341,307
fixit-10345,200mm. 8 Inch End Cutting Pincer Tolsen Brand 10345,Tools and Hardware,Hand Tools,Cutting Pincers,• Forged steelblack finish• Dipped handle• Packing: PP card,https://fixit.com.bd/wp-content/uploads/2020/01/78a79a0f7070f96edfab84b5bf6ea75a52497246.jpg,434,391
fixit-15004,300mm- 12 Inch Adjustable Wrench Tolsen Brand 15004,Tools and Hardware,Hand Tools,Adjustable Wrenches,• Drop forged steel• Chrome finish• Packing: poly bag+hang tag,https://fixit.com.bd/wp-content/uploads/2020/01/de092a223725ff960831c8c7fab50de1404c1278.jpg,589,530
fixit-15005,375mm- 15 Inch Adjustable Wrench Tolsen Brand 15005,Tools and Hardware,Hand Tools,Adjustable Wrenches,• Drop forged steel• Chrome finish• Packing: poly bag+hang tag,https://fixit.com.bd/wp-content/uploads/2020/01/de092a223725ff960831c8c7fab50de1404c1278.jpg,1240,1116
fixit-15006,450mm- 18 Inch Adjustable Wrench Tolsen Brand 15006,Tools and Hardware,Hand Tools,Adjustable Wrenches,• Drop forged steel• Chrome finish• Packing: poly bag+hang tag,https://fixit.com.bd/wp-content/uploads/2020/01/de092a223725ff960831c8c7fab50de1404c1278.jpg,2170,1953
fixit-15008,150mm- 6 Inch Adjustable Wrench Tolsen Brand 15008,Tools and Hardware,Hand Tools,Adjustable Wrenches,• Chrome finish• Two-component plastic handle• Packing: plastic hanger,https://fixit.com.bd/wp-content/uploads/2020/01/6248d0f8a35e460267a4e9bc06cdc039a744fcea.jpg,326,293
fixit-15009,200mm- 8 Inch Adjustable Wrench Tolsen Brand 15009,Tools and Hardware,Hand Tools,Adjustable Wrenches,• Chrome finish• Two-component plastic handle• Packing: plastic hanger,https://fixit.com.bd/wp-content/uploads/2020/01/6248d0f8a35e460267a4e9bc06cdc039a744fcea.jpg,450,405
fixit-15010,250mm- 10 Inch Adjustable Wrench Tolsen Brand 15010,Tools and Hardware,Hand Tools,Adjustable Wrenches,• Chrome finish• Two-component plastic handle• Packing: plastic hanger,https://fixit.com.bd/wp-content/uploads/2020/01/6248d0f8a35e460267a4e9bc06cdc039a744fcea.jpg,620,558
fixit-15011,300mm-12 Inch Adjustable Wrench Tolsen Brand 15011,Tools and Hardware,Hand Tools,Adjustable Wrenches,• Chrome finish• Two-component plastic handle• Packing: plastic hanger,https://fixit.com.bd/wp-content/uploads/2020/01/6248d0f8a35e460267a4e9bc06cdc039a744fcea.jpg,806,725
fixit-15014,6mm Combination Spanner Tolsen Brand 15014,Tools and Hardware,Hand Tools,Combination Spanner ,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/91793e97c705bf8bab8c06b28fe7145ca7c58507.jpg,93,84
fixit-15015,7mm Combination Spanner Tolsen Brand 15015,Tools and Hardware,Hand Tools,Combination Spanner ,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/91793e97c705bf8bab8c06b28fe7145ca7c58507.jpg,109,98
fixit-15016,8mm Combination Spanner Tolsen Brand 15016,Tools and Hardware,Hand Tools,Combination Spanner ,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/91793e97c705bf8bab8c06b28fe7145ca7c58507.jpg,124,112
fixit-15017,9mm Combination Spanner Tolsen Brand 15017,Tools and Hardware,Hand Tools,Combination Spanner ,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/91793e97c705bf8bab8c06b28fe7145ca7c58507.jpg,140,126
fixit-15018,10mm Combination Spanner Tolsen Brand 15018,Tools and Hardware,Hand Tools,Combination Spanner ,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/91793e97c705bf8bab8c06b28fe7145ca7c58507.jpg,155,140
fixit-15019,11mm Combination Spanner Tolsen Brand 15019,Tools and Hardware,Hand Tools,Combination Spanner ,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/91793e97c705bf8bab8c06b28fe7145ca7c58507.jpg,171,154
fixit-15020,12mm Combination Spanner Tolsen Brand 15020,Tools and Hardware,Hand Tools,Combination Spanner ,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/91793e97c705bf8bab8c06b28fe7145ca7c58507.jpg,186,167
fixit-15021,13mm Combination Spanner Tolsen Brand 15021,Tools and Hardware,Hand Tools,Combination Spanner ,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/91793e97c705bf8bab8c06b28fe7145ca7c58507.jpg,202,182
fixit-15022,14mm Combination Spanner Tolsen Brand 15022,Tools and Hardware,Hand Tools,Combination Spanner ,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/91793e97c705bf8bab8c06b28fe7145ca7c58507.jpg,217,195
fixit-15023,15mm Combination Spanner Tolsen Brand 15023,Tools and Hardware,Hand Tools,Combination Spanner ,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/91793e97c705bf8bab8c06b28fe7145ca7c58507.jpg,233,210
fixit-15024,16mm Combination Spanner Tolsen Brand 15024,Tools and Hardware,Hand Tools,Combination Spanner ,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/91793e97c705bf8bab8c06b28fe7145ca7c58507.jpg,248,223
fixit-15025,17mm Combination Spanner Tolsen Brand 15025,Tools and Hardware,Hand Tools,Combination Spanner ,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/91793e97c705bf8bab8c06b28fe7145ca7c58507.jpg,264,238
fixit-15026,18mm Combination Spanner Tolsen Brand 15026,Tools and Hardware,Hand Tools,Combination Spanner ,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/91793e97c705bf8bab8c06b28fe7145ca7c58507.jpg,279,251
fixit-15027,19mm Combination Spanner Tolsen Brand 15027,Tools and Hardware,Hand Tools,Combination Spanner ,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/91793e97c705bf8bab8c06b28fe7145ca7c58507.jpg,295,266
fixit-15028,20mm Combination Spanner Tolsen Brand 15028,Tools and Hardware,Hand Tools,Combination Spanner ,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/91793e97c705bf8bab8c06b28fe7145ca7c58507.jpg,326,293
fixit-15029,21mm Combination Spanner Tolsen Brand 15029,Tools and Hardware,Hand Tools,Combination Spanner ,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/91793e97c705bf8bab8c06b28fe7145ca7c58507.jpg,357,321
fixit-15030,22mm Combination Spanner Tolsen Brand 15030,Tools and Hardware,Hand Tools,Combination Spanner ,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/91793e97c705bf8bab8c06b28fe7145ca7c58507.jpg,388,349
fixit-15031,23mm Combination Spanner Tolsen Brand 15031,Tools and Hardware,Hand Tools,Combination Spanner ,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/91793e97c705bf8bab8c06b28fe7145ca7c58507.jpg,403,363
fixit-15032,24mm Combination Spanner Tolsen Brand 15032,Tools and Hardware,Hand Tools,Combination Spanner ,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/91793e97c705bf8bab8c06b28fe7145ca7c58507.jpg,450,405
fixit-15033,25mm Combination Spanner Tolsen Brand 15033,Tools and Hardware,Hand Tools,Combination Spanner ,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/91793e97c705bf8bab8c06b28fe7145ca7c58507.jpg,481,433
fixit-15034,26mm Combination Spanner Tolsen Brand 15034,Tools and Hardware,Hand Tools,Combination Spanner ,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/91793e97c705bf8bab8c06b28fe7145ca7c58507.jpg,496,446
fixit-15035,27mm Combination Spanner Tolsen Brand 15035,Tools and Hardware,Hand Tools,Combination Spanner ,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/91793e97c705bf8bab8c06b28fe7145ca7c58507.jpg,527,474
fixit-15036,28mm Combination Spanner Tolsen Brand 15036,Tools and Hardware,Hand Tools,Combination Spanner ,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/91793e97c705bf8bab8c06b28fe7145ca7c58507.jpg,558,502
fixit-15037,29mm Combination Spanner Tolsen Brand 15037,Tools and Hardware,Hand Tools,Combination Spanner ,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/91793e97c705bf8bab8c06b28fe7145ca7c58507.jpg,589,530
fixit-15038,30mm Combination Spanner Tolsen Brand 15038,Tools and Hardware,Hand Tools,Combination Spanner ,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/91793e97c705bf8bab8c06b28fe7145ca7c58507.jpg,620,558
fixit-15039,32mm Combination Spanner Tolsen Brand 15039,Tools and Hardware,Hand Tools,Combination Spanner ,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/91793e97c705bf8bab8c06b28fe7145ca7c58507.jpg,667,600
fixit-15051,6X7mm Double Open End Spanner Tolsen Brand 15051,Tools and Hardware,Hand Tools,Spanners and Wrenches,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/8846d691a5bfeebf4bd57a07cc49597bea1f38b4.jpg,109,98
fixit-15052,8x9mm Double Open End Spanner Tolsen Brand 15052,Tools and Hardware,Hand Tools,Spanners and Wrenches,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/8846d691a5bfeebf4bd57a07cc49597bea1f38b4.jpg,140,126
fixit-15053,10x11mm Double Open End Spanner Tolsen Brand 15053,Tools and Hardware,Hand Tools,Spanners and Wrenches,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/8846d691a5bfeebf4bd57a07cc49597bea1f38b4.jpg,171,154
fixit-15054,12x13mm Double Open End Spanner Tolsen Brand 15054,Tools and Hardware,Hand Tools,Spanners and Wrenches,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/8846d691a5bfeebf4bd57a07cc49597bea1f38b4.jpg,202,182
fixit-15055,14x15mm Double Open End Spanner Tolsen Brand 15055,Tools and Hardware,Hand Tools,Spanners and Wrenches,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/8846d691a5bfeebf4bd57a07cc49597bea1f38b4.jpg,233,210
fixit-15056,16x17mm Double Open End Spanner Tolsen Brand 15056,Tools and Hardware,Hand Tools,Spanners and Wrenches,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/8846d691a5bfeebf4bd57a07cc49597bea1f38b4.jpg,264,238
fixit-15057,18x19mm Double Open End Spanner Tolsen Brand 15057,Tools and Hardware,Hand Tools,Spanners and Wrenches,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/8846d691a5bfeebf4bd57a07cc49597bea1f38b4.jpg,295,266
fixit-15058,20x22mm Double Open End Spanner Tolsen Brand 15058,Tools and Hardware,Hand Tools,Spanners and Wrenches,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/8846d691a5bfeebf4bd57a07cc49597bea1f38b4.jpg,341,307
fixit-15059,21x23mm Double Open End Spanner Tolsen Brand 15059,Tools and Hardware,Hand Tools,Spanners and Wrenches,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/8846d691a5bfeebf4bd57a07cc49597bea1f38b4.jpg,357,321
fixit-15060,24x27mm Double Open End Spanner Tolsen Brand 15060,Tools and Hardware,Hand Tools,Spanners and Wrenches,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/8846d691a5bfeebf4bd57a07cc49597bea1f38b4.jpg,434,391
fixit-15061,25x28mm Double Open End Spanner Tolsen Brand 15061,Tools and Hardware,Hand Tools,Spanners and Wrenches,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/8846d691a5bfeebf4bd57a07cc49597bea1f38b4.jpg,465,419
fixit-15062,30x32mm Double Open End Spanner Tolsen Brand 15062,Tools and Hardware,Hand Tools,Spanners and Wrenches,• CrV• Chrome plated satin finish• Packing: flag label ,https://fixit.com.bd/wp-content/uploads/2020/01/8846d691a5bfeebf4bd57a07cc49597bea1f38b4.jpg,527,474
