P_sku,Product Title,Cat,Sub Cat,Sub Sub Cat,Product Description,Images,Regular Price,Price
fixit-75058,10.0x133mm M2 Hss Twist Drill Bits Tolsen Brand 75058,Tools and Hardware,Power Tool Accessories,Drill Bits,• HSS/M2DIN338• Fully ground• 135° split point• Packing: blister card ,https://fixit.com.bd/wp-content/uploads/2020/01/09cab8be0e29b72a27fe45345a7b8f7b39d99ca8.jpg,326,293
fixit-75059,10.5x133mm M2 Hss Twist Drill Bits Tolsen Brand 75059,Tools and Hardware,Power Tool Accessories,Drill Bits,• HSS/M2DIN338• Fully ground• 135° split point• Packing: blister card ,https://fixit.com.bd/wp-content/uploads/2020/01/09cab8be0e29b72a27fe45345a7b8f7b39d99ca8.jpg,357,321
fixit-75060,11.0x142mm M2 Hss Twist Drill Bits Tolsen Brand 75060,Tools and Hardware,Power Tool Accessories,Drill Bits,• HSS/M2DIN338• Fully ground• 135° split point• Packing: blister card ,https://fixit.com.bd/wp-content/uploads/2020/01/09cab8be0e29b72a27fe45345a7b8f7b39d99ca8.jpg,403,363
fixit-75061,11.5x142mm M2 Hss Twist Drill Bits Tolsen Brand 75061,Tools and Hardware,Power Tool Accessories,Drill Bits,• HSS/M2DIN338• Fully ground• 135° split point• Packing: blister card ,https://fixit.com.bd/wp-content/uploads/2020/01/09cab8be0e29b72a27fe45345a7b8f7b39d99ca8.jpg,434,391
fixit-75062,12.0x151mm M2 Hss Twist Drill Bits Tolsen Brand 75062,Tools and Hardware,Power Tool Accessories,Drill Bits,• HSS/M2DIN338• Fully ground• 135° split point• Packing: blister card ,https://fixit.com.bd/wp-content/uploads/2020/01/09cab8be0e29b72a27fe45345a7b8f7b39d99ca8.jpg,496,446
fixit-75063,12.5x151mm M2 Hss Twist Drill Bits Tolsen Brand 75063,Tools and Hardware,Power Tool Accessories,Drill Bits,• HSS/M2DIN338• Fully ground• 135° split point• Packing: blister card ,https://fixit.com.bd/wp-content/uploads/2020/01/09cab8be0e29b72a27fe45345a7b8f7b39d99ca8.jpg,527,474
fixit-75064,13.0x151mm M2 Hss Twist Drill Bits Tolsen Brand 75064,Tools and Hardware,Power Tool Accessories,Drill Bits,• HSS/M2DIN338• Fully ground• 135° split point• Packing: blister card ,https://fixit.com.bd/wp-content/uploads/2020/01/09cab8be0e29b72a27fe45345a7b8f7b39d99ca8.jpg,558,502
fixit-75072,3.2x65mm M2 Hss Twist Drill Bits Tolsen Brand 75072,Tools and Hardware,Power Tool Accessories,Drill Bits,• HSS/M2DIN338• Fully ground• 135° split point• Packing: blister card ,https://fixit.com.bd/wp-content/uploads/2020/01/09cab8be0e29b72a27fe45345a7b8f7b39d99ca8.jpg,50,45
fixit-75073,4.2x75mm M2 Hss Twist Drill Bits Tolsen Brand 75073,Tools and Hardware,Power Tool Accessories,Drill Bits,• HSS/M2DIN338• Fully ground• 135° split point• Packing: blister card ,https://fixit.com.bd/wp-content/uploads/2020/01/09cab8be0e29b72a27fe45345a7b8f7b39d99ca8.jpg,62,56
fixit-75074,4.8x86mm M2 Hss Twist Drill Bits Tolsen Brand 75074,Tools and Hardware,Power Tool Accessories,Drill Bits,• HSS/M2DIN338• Fully ground• 135° split point• Packing: blister card ,https://fixit.com.bd/wp-content/uploads/2020/01/09cab8be0e29b72a27fe45345a7b8f7b39d99ca8.jpg,85,77
fixit-75318,6.5x110mm Sds-Plus Hammer Drill Bits Tolsen Brand 75318,Tools and Hardware,Power Tool Accessories,Drill Bits,• High quality TCT tip• Chrome alloy steel body• SDS plus shank Double flute• Sand blasting finishing• Packing: plastic hanger with color label,https://fixit.com.bd/wp-content/uploads/2020/01/0fdfb5f5c2902727fcab8764abcd83f3b18e00e6.jpg,78,70
fixit-75324,8x160mm Sds-Plus Hammer Drill Bits Tolsen Brand 75324,Tools and Hardware,Power Tool Accessories,Drill Bits,• High quality TCT tip• Chrome alloy steel body• SDS plus shank Double flute• Sand blasting finishing• Packing: plastic hanger with color label,https://fixit.com.bd/wp-content/uploads/2020/01/0fdfb5f5c2902727fcab8764abcd83f3b18e00e6.jpg,93,84
fixit-75326,10x160mm Sds-Plus Hammer Drill Bits Tolsen Brand 75326,Tools and Hardware,Power Tool Accessories,Drill Bits,• High quality TCT tip• Chrome alloy steel body• SDS plus shank Double flute• Sand blasting finishing• Packing: plastic hanger with color label,https://fixit.com.bd/wp-content/uploads/2020/01/0fdfb5f5c2902727fcab8764abcd83f3b18e00e6.jpg,101,91
fixit-75328,12x160mm Sds-Plus Hammer Drill Bits Tolsen Brand 75328,Tools and Hardware,Power Tool Accessories,Drill Bits,• High quality TCT tip• Chrome alloy steel body• SDS plus shank Double flute• Sand blasting finishing• Packing: plastic hanger with color label,https://fixit.com.bd/wp-content/uploads/2020/01/0fdfb5f5c2902727fcab8764abcd83f3b18e00e6.jpg,109,98
fixit-75338,6.5x160mm Sds-Plus Hammer Drill Bits Tolsen Brand 75338,Tools and Hardware,Power Tool Accessories,Drill Bits,• High quality TCT tip• Chrome alloy steel body• SDS plus shank Double flute• Sand blasting finishing• Packing: plastic hanger with color label,https://fixit.com.bd/wp-content/uploads/2020/01/0fdfb5f5c2902727fcab8764abcd83f3b18e00e6.jpg,85,77
fixit-75344,8x210mm Sds-Plus Hammer Drill Bits Tolsen Brand 75344,Tools and Hardware,Power Tool Accessories,Drill Bits,• High quality TCT tip• Chrome alloy steel body• SDS plus shank Double flute• Sand blasting finishing• Packing: plastic hanger with color label,https://fixit.com.bd/wp-content/uploads/2020/01/0fdfb5f5c2902727fcab8764abcd83f3b18e00e6.jpg,109,98
fixit-75346,10x210mm Sds-Plus Hammer Drill Bits Tolsen Brand 75346,Tools and Hardware,Power Tool Accessories,Drill Bits,• High quality TCT tip• Chrome alloy steel body• SDS plus shank Double flute• Sand blasting finishing• Packing: plastic hanger with color label,https://fixit.com.bd/wp-content/uploads/2020/01/0fdfb5f5c2902727fcab8764abcd83f3b18e00e6.jpg,124,112
fixit-75347,11x210mm Sds-Plus Hammer Drill Bits Tolsen Brand 75347,Tools and Hardware,Power Tool Accessories,Drill Bits,• High quality TCT tip• Chrome alloy steel body• SDS plus shank Double flute• Sand blasting finishing• Packing: plastic hanger with color label,https://fixit.com.bd/wp-content/uploads/2020/01/0fdfb5f5c2902727fcab8764abcd83f3b18e00e6.jpg,124,112
fixit-75348,12x210mm Sds-Plus Hammer Drill Bits Tolsen Brand 75348,Tools and Hardware,Power Tool Accessories,Drill Bits,• High quality TCT tip• Chrome alloy steel body• SDS plus shank Double flute• Sand blasting finishing• Packing: plastic hanger with color label,https://fixit.com.bd/wp-content/uploads/2020/01/0fdfb5f5c2902727fcab8764abcd83f3b18e00e6.jpg,140,126
fixit-75349,13x210mm Sds-Plus Hammer Drill Bits Tolsen Brand 75349,Tools and Hardware,Power Tool Accessories,Drill Bits,• High quality TCT tip• Chrome alloy steel body• SDS plus shank Double flute• Sand blasting finishing• Packing: plastic hanger with color label,https://fixit.com.bd/wp-content/uploads/2020/01/0fdfb5f5c2902727fcab8764abcd83f3b18e00e6.jpg,147,132
fixit-75350,14x210mm Sds-Plus Hammer Drill Bits Tolsen Brand 75350,Tools and Hardware,Power Tool Accessories,Drill Bits,• High quality TCT tip• Chrome alloy steel body• SDS plus shank Double flute• Sand blasting finishing• Packing: plastic hanger with color label,https://fixit.com.bd/wp-content/uploads/2020/01/0fdfb5f5c2902727fcab8764abcd83f3b18e00e6.jpg,155,140
fixit-75386,10x310mm Sds-Plus Hammer Drill Bits Tolsen Brand 75386,Tools and Hardware,Power Tool Accessories,Drill Bits,• High quality TCT tip• Chrome alloy steel body• SDS plus shank Double flute• Sand blasting finishing• Packing: plastic hanger with color label,https://fixit.com.bd/wp-content/uploads/2020/01/0fdfb5f5c2902727fcab8764abcd83f3b18e00e6.jpg,155,140
fixit-75388,12x310mm Sds-Plus Hammer Drill Bits Tolsen Brand 75388,Tools and Hardware,Power Tool Accessories,Drill Bits,• High quality TCT tip• Chrome alloy steel body• SDS plus shank Double flute• Sand blasting finishing• Packing: plastic hanger with color label,https://fixit.com.bd/wp-content/uploads/2020/01/0fdfb5f5c2902727fcab8764abcd83f3b18e00e6.jpg,171,154
fixit-75390,14x310mm Sds-Plus Hammer Drill Bits Tolsen Brand 75390,Tools and Hardware,Power Tool Accessories,Drill Bits,• High quality TCT tip• Chrome alloy steel body• SDS plus shank Double flute• Sand blasting finishing• Packing: plastic hanger with color label,https://fixit.com.bd/wp-content/uploads/2020/01/0fdfb5f5c2902727fcab8764abcd83f3b18e00e6.jpg,217,195
fixit-75410,14x450mm Sds-Plus Hammer Drill Bits Tolsen Brand 75410,Tools and Hardware,Power Tool Accessories,Drill Bits,• High quality TCT tip• Chrome alloy steel body• SDS plus shank Double flute• Sand blasting finishing• Packing: plastic hanger with color label,https://fixit.com.bd/wp-content/uploads/2020/01/0fdfb5f5c2902727fcab8764abcd83f3b18e00e6.jpg,310,279
fixit-75476,6.5x100mm Masonry Drill Bits Tolsen Brand 75476,Tools and Hardware,Power Tool Accessories,Drill Bits,• ISO5468 DIN8039• High quality TCT tip• 130° general angle• Cylindrical shank• Chrome plated surface• Application in all rotary and percussion drilling machines• For use in brick masonry block Light concrete• Packing: blister card,https://fixit.com.bd/wp-content/uploads/2020/01/f9a473a46a1e9384a45f39f4ae2b75a24bc5351d.jpg,47,42
fixit-75869,25mm- 1 Inch 7Pcs Hole Saw Set Tolsen Brand 75869,Tools and Hardware,Hand Tools,Hand Saws and Cutting Tools,• Hole saw diameter:26323845505663mm• Packing: double blister ,https://fixit.com.bd/wp-content/uploads/2020/01/196e087ce32101888182c1d8376b9f609e4f3bcd.jpg,326,293
fixit-75870,50mm- 2 Inch 7Pcs Hole Saw Set Tolsen Brand 75870,Tools and Hardware,Hand Tools,Hand Saws and Cutting Tools,• Hole saw diameter:26323845505663mm• Packing: double blister ,https://fixit.com.bd/wp-content/uploads/2020/01/196e087ce32101888182c1d8376b9f609e4f3bcd.jpg,357,321
fixit-75914,14mm Tct Hole Saw Tolsen Brand 75914,Tools and Hardware,Power Tool Accessories,Tct Hole Saw,• 3-ply cutters reduces tip crack even with hard use• Special Carbide tip can drilling the Stainless Steelsheet smoothly and nicely• Long life working of the hardened steel• Apply on portable and pillar drilling machines• Packing: plastic box with color label ,https://fixit.com.bd/wp-content/uploads/2020/01/5232aec7ac025a767b9903395d2fb10ed0f8cde8.jpg,217,195
fixit-75915,15mm Tct Hole Saw Tolsen Brand 75915,Tools and Hardware,Power Tool Accessories,Tct Hole Saw,• 3-ply cutters reduces tip crack even with hard use• Special Carbide tip can drilling the Stainless Steelsheet smoothly and nicely• Long life working of the hardened steel• Apply on portable and pillar drilling machines• Packing: plastic box with color label ,https://fixit.com.bd/wp-content/uploads/2020/01/5232aec7ac025a767b9903395d2fb10ed0f8cde8.jpg,233,210
fixit-75916,16mm Tct Hole Saw Tolsen Brand 75916,Tools and Hardware,Power Tool Accessories,Tct Hole Saw,• 3-ply cutters reduces tip crack even with hard use• Special Carbide tip can drilling the Stainless Steelsheet smoothly and nicely• Long life working of the hardened steel• Apply on portable and pillar drilling machines• Packing: plastic box with color label ,https://fixit.com.bd/wp-content/uploads/2020/01/5232aec7ac025a767b9903395d2fb10ed0f8cde8.jpg,248,223
fixit-75918,18mm Tct Hole Saw Tolsen Brand 75918,Tools and Hardware,Power Tool Accessories,Tct Hole Saw,• 3-ply cutters reduces tip crack even with hard use• Special Carbide tip can drilling the Stainless Steelsheet smoothly and nicely• Long life working of the hardened steel• Apply on portable and pillar drilling machines• Packing: plastic box with color label ,https://fixit.com.bd/wp-content/uploads/2020/01/5232aec7ac025a767b9903395d2fb10ed0f8cde8.jpg,279,251
fixit-75920,20mm Tct Hole Saw Tolsen Brand 75920,Tools and Hardware,Power Tool Accessories,Tct Hole Saw,• 3-ply cutters reduces tip crack even with hard use• Special Carbide tip can drilling the Stainless Steelsheet smoothly and nicely• Long life working of the hardened steel• Apply on portable and pillar drilling machines• Packing: plastic box with color label ,https://fixit.com.bd/wp-content/uploads/2020/01/5232aec7ac025a767b9903395d2fb10ed0f8cde8.jpg,310,279
fixit-75922,22mm Tct Hole Saw Tolsen Brand 75922,Tools and Hardware,Power Tool Accessories,Tct Hole Saw,• 3-ply cutters reduces tip crack even with hard use• Special Carbide tip can drilling the Stainless Steelsheet smoothly and nicely• Long life working of the hardened steel• Apply on portable and pillar drilling machines• Packing: plastic box with color label ,https://fixit.com.bd/wp-content/uploads/2020/01/5232aec7ac025a767b9903395d2fb10ed0f8cde8.jpg,341,307
fixit-75923,23mm Tct Hole Saw Tolsen Brand 75923,Tools and Hardware,Power Tool Accessories,Tct Hole Saw,• 3-ply cutters reduces tip crack even with hard use• Special Carbide tip can drilling the Stainless Steelsheet smoothly and nicely• Long life working of the hardened steel• Apply on portable and pillar drilling machines• Packing: plastic box with color label ,https://fixit.com.bd/wp-content/uploads/2020/01/5232aec7ac025a767b9903395d2fb10ed0f8cde8.jpg,357,321
fixit-75925,25mm Tct Hole Saw Tolsen Brand 75925,Tools and Hardware,Power Tool Accessories,Tct Hole Saw,• 3-ply cutters reduces tip crack even with hard use• Special Carbide tip can drilling the Stainless Steelsheet smoothly and nicely• Long life working of the hardened steel• Apply on portable and pillar drilling machines• Packing: plastic box with color label ,https://fixit.com.bd/wp-content/uploads/2020/01/5232aec7ac025a767b9903395d2fb10ed0f8cde8.jpg,388,349
fixit-75926,26mm Tct Hole Saw Tolsen Brand 75926,Tools and Hardware,Power Tool Accessories,Tct Hole Saw,• 3-ply cutters reduces tip crack even with hard use• Special Carbide tip can drilling the Stainless Steelsheet smoothly and nicely• Long life working of the hardened steel• Apply on portable and pillar drilling machines• Packing: plastic box with color label ,https://fixit.com.bd/wp-content/uploads/2020/01/5232aec7ac025a767b9903395d2fb10ed0f8cde8.jpg,403,363
fixit-75928,28mm Tct Hole Saw Tolsen Brand 75928,Tools and Hardware,Power Tool Accessories,Tct Hole Saw,• 3-ply cutters reduces tip crack even with hard use• Special Carbide tip can drilling the Stainless Steelsheet smoothly and nicely• Long life working of the hardened steel• Apply on portable and pillar drilling machines• Packing: plastic box with color label ,https://fixit.com.bd/wp-content/uploads/2020/01/5232aec7ac025a767b9903395d2fb10ed0f8cde8.jpg,434,391
fixit-75930,30mm Tct Hole Saw Tolsen Brand 75930,Tools and Hardware,Power Tool Accessories,Tct Hole Saw,• 3-ply cutters reduces tip crack even with hard use• Special Carbide tip can drilling the Stainless Steelsheet smoothly and nicely• Long life working of the hardened steel• Apply on portable and pillar drilling machines• Packing: plastic box with color label ,https://fixit.com.bd/wp-content/uploads/2020/01/5232aec7ac025a767b9903395d2fb10ed0f8cde8.jpg,465,419
fixit-75932,32mm Tct Hole Saw Tolsen Brand 75932,Tools and Hardware,Power Tool Accessories,Tct Hole Saw,• 3-ply cutters reduces tip crack even with hard use• Special Carbide tip can drilling the Stainless Steelsheet smoothly and nicely• Long life working of the hardened steel• Apply on portable and pillar drilling machines• Packing: plastic box with color label ,https://fixit.com.bd/wp-content/uploads/2020/01/5232aec7ac025a767b9903395d2fb10ed0f8cde8.jpg,496,446
fixit-75935,35mm Tct Hole Saw Tolsen Brand 75935,Tools and Hardware,Power Tool Accessories,Tct Hole Saw,• 3-ply cutters reduces tip crack even with hard use• Special Carbide tip can drilling the Stainless Steelsheet smoothly and nicely• Long life working of the hardened steel• Apply on portable and pillar drilling machines• Packing: plastic box with color label ,https://fixit.com.bd/wp-content/uploads/2020/01/5232aec7ac025a767b9903395d2fb10ed0f8cde8.jpg,543,489
fixit-75938,38mm Tct Hole Saw Tolsen Brand 75938,Tools and Hardware,Power Tool Accessories,Tct Hole Saw,• 3-ply cutters reduces tip crack even with hard use• Special Carbide tip can drilling the Stainless Steelsheet smoothly and nicely• Long life working of the hardened steel• Apply on portable and pillar drilling machines• Packing: plastic box with color label ,https://fixit.com.bd/wp-content/uploads/2020/01/5232aec7ac025a767b9903395d2fb10ed0f8cde8.jpg,589,530
fixit-75940,40mm Tct Hole Saw Tolsen Brand 75940,Tools and Hardware,Power Tool Accessories,Tct Hole Saw,• 3-ply cutters reduces tip crack even with hard use• Special Carbide tip can drilling the Stainless Steelsheet smoothly and nicely• Long life working of the hardened steel• Apply on portable and pillar drilling machines• Packing: plastic box with color label ,https://fixit.com.bd/wp-content/uploads/2020/01/5232aec7ac025a767b9903395d2fb10ed0f8cde8.jpg,620,558
fixit-75942,42mm Tct Hole Saw Tolsen Brand 75942,Tools and Hardware,Power Tool Accessories,Tct Hole Saw,• 3-ply cutters reduces tip crack even with hard use• Special Carbide tip can drilling the Stainless Steelsheet smoothly and nicely• Long life working of the hardened steel• Apply on portable and pillar drilling machines• Packing: plastic box with color label ,https://fixit.com.bd/wp-content/uploads/2020/01/5232aec7ac025a767b9903395d2fb10ed0f8cde8.jpg,651,586
fixit-75945,45mm Tct Hole Saw Tolsen Brand 75945,Tools and Hardware,Power Tool Accessories,Tct Hole Saw,• 3-ply cutters reduces tip crack even with hard use• Special Carbide tip can drilling the Stainless Steelsheet smoothly and nicely• Long life working of the hardened steel• Apply on portable and pillar drilling machines• Packing: plastic box with color label ,https://fixit.com.bd/wp-content/uploads/2020/01/5232aec7ac025a767b9903395d2fb10ed0f8cde8.jpg,698,628
fixit-75948,48mm Tct Hole Saw Tolsen Brand 75948,Tools and Hardware,Power Tool Accessories,Tct Hole Saw,• 3-ply cutters reduces tip crack even with hard use• Special Carbide tip can drilling the Stainless Steelsheet smoothly and nicely• Long life working of the hardened steel• Apply on portable and pillar drilling machines• Packing: plastic box with color label ,https://fixit.com.bd/wp-content/uploads/2020/01/5232aec7ac025a767b9903395d2fb10ed0f8cde8.jpg,744,670
fixit-75950,50mm Tct Hole Saw Tolsen Brand 75950,Tools and Hardware,Power Tool Accessories,Tct Hole Saw,• 3-ply cutters reduces tip crack even with hard use• Special Carbide tip can drilling the Stainless Steelsheet smoothly and nicely• Long life working of the hardened steel• Apply on portable and pillar drilling machines• Packing: plastic box with color label ,https://fixit.com.bd/wp-content/uploads/2020/01/5232aec7ac025a767b9903395d2fb10ed0f8cde8.jpg,775,698
fixit-75955,55mm Tct Hole Saw Tolsen Brand 75955,Tools and Hardware,Power Tool Accessories,Tct Hole Saw,• 3-ply cutters reduces tip crack even with hard use• Special Carbide tip can drilling the Stainless Steelsheet smoothly and nicely• Long life working of the hardened steel• Apply on portable and pillar drilling machines• Packing: plastic box with color label ,https://fixit.com.bd/wp-content/uploads/2020/01/5232aec7ac025a767b9903395d2fb10ed0f8cde8.jpg,853,768
fixit-75960,60mm Tct Hole Saw Tolsen Brand 75960,Tools and Hardware,Power Tool Accessories,Tct Hole Saw,• 3-ply cutters reduces tip crack even with hard use• Special Carbide tip can drilling the Stainless Steelsheet smoothly and nicely• Long life working of the hardened steel• Apply on portable and pillar drilling machines• Packing: plastic box with color label ,https://fixit.com.bd/wp-content/uploads/2020/01/5232aec7ac025a767b9903395d2fb10ed0f8cde8.jpg,930,837
fixit-75965,65mm Tct Hole Saw Tolsen Brand 75965,Tools and Hardware,Power Tool Accessories,Tct Hole Saw,• 3-ply cutters reduces tip crack even with hard use• Special Carbide tip can drilling the Stainless Steelsheet smoothly and nicely• Long life working of the hardened steel• Apply on portable and pillar drilling machines• Packing: plastic box with color label ,https://fixit.com.bd/wp-content/uploads/2020/01/5232aec7ac025a767b9903395d2fb10ed0f8cde8.jpg,1008,907
fixit-75970,70mm Tct Hole Saw Tolsen Brand 75970,Tools and Hardware,Power Tool Accessories,Tct Hole Saw,• 3-ply cutters reduces tip crack even with hard use• Special Carbide tip can drilling the Stainless Steelsheet smoothly and nicely• Long life working of the hardened steel• Apply on portable and pillar drilling machines• Packing: plastic box with color label ,https://fixit.com.bd/wp-content/uploads/2020/01/5232aec7ac025a767b9903395d2fb10ed0f8cde8.jpg,1085,977
fixit-75975,75mm Tct Hole Saw Tolsen Brand 75975,Tools and Hardware,Power Tool Accessories,Tct Hole Saw,• 3-ply cutters reduces tip crack even with hard use• Special Carbide tip can drilling the Stainless Steelsheet smoothly and nicely• Long life working of the hardened steel• Apply on portable and pillar drilling machines• Packing: plastic box with color label ,https://fixit.com.bd/wp-content/uploads/2020/01/5232aec7ac025a767b9903395d2fb10ed0f8cde8.jpg,1163,1047
fixit-76410,110mm(4-3/8 Inch) x 40T x 20mm Tct Saw Blade Tolsen Brand 76410,Tools and Hardware,Power Tool Accessories,Saw Blades,• Suitable for wood cutting• Packing: double blister ,https://fixit.com.bd/wp-content/uploads/2020/01/dd6418410fc7f6eeeb8bddaefa8c43569df67cac.jpg,310,279
fixit-76460,254mm(10 Inch) x 40T x 30mm Tct Saw Blade Tolsen Brand 76460,Tools and Hardware,Power Tool Accessories,Saw Blades,• Suitable for wood cutting• Packing: double blister ,https://fixit.com.bd/wp-content/uploads/2020/01/dd6418410fc7f6eeeb8bddaefa8c43569df67cac.jpg,1163,1047
fixit-76461,254mm(10 Inch) x 60T x 30mm Tct Saw Blade Tolsen Brand 76461,Tools and Hardware,Power Tool Accessories,Saw Blades,• Suitable for wood cutting• Packing: double blister ,https://fixit.com.bd/wp-content/uploads/2020/01/dd6418410fc7f6eeeb8bddaefa8c43569df67cac.jpg,1318,1186
fixit-76470,305mm(12 Inch) x 60T x 30mm Tct Saw Blade Tolsen Brand 76470,Tools and Hardware,Power Tool Accessories,Saw Blades,• Suitable for wood cutting• Packing: double blister ,https://fixit.com.bd/wp-content/uploads/2020/01/dd6418410fc7f6eeeb8bddaefa8c43569df67cac.jpg,1705,1535
fixit-76560,254mm(10 Inch) x 80T x 30mm Tct Saw Blade For Aluminium Tolsen Brand 76560,Tools and Hardware,Power Tool Accessories,Saw Blades,• Suitable for alumimium cutting• Packed by double blister ,https://fixit.com.bd/wp-content/uploads/2020/01/f970aec3651d79b56e9aff2fac5689151add8a09.jpg,1860,1674
fixit-76570,305mm(12 Inch) x 100T x 30mm Tct Saw Blade For Aluminium Tolsen Brand 76570,Tools and Hardware,Power Tool Accessories,Saw Blades,• Suitable for alumimium cutting• Packed by double blister ,https://fixit.com.bd/wp-content/uploads/2020/01/f970aec3651d79b56e9aff2fac5689151add8a09.jpg,2713,2442
fixit-76680,100×22.2mm   4 Inchx7/8 Segmented Turbo Cup Grinding Wheel Tolsen Brand 76680,Tools and Hardware,Power Tool Accessories,Saw Blades,• Blade size:20x5mm ,https://fixit.com.bd/wp-content/uploads/2020/01/822a6c3db62d6d69c9055cb5e263598926f6bd6d.jpg,930,837
fixit-76682,125×22.2mm   5x7/8 Segmented Turbo Cup Grinding Wheel Tolsen Brand 76682,Tools and Hardware,Power Tool Accessories,Saw Blades,• Blade size:20x5mm ,https://fixit.com.bd/wp-content/uploads/2020/01/822a6c3db62d6d69c9055cb5e263598926f6bd6d.jpg,1395,1256
fixit-76720,100×16.0mm   4 Inchx5/8 Diamond Cutting Blade Tolsen Brand 76720,Tools and Hardware,Power Tool Accessories,Saw Blades,• Blade width:7.5mm ,https://fixit.com.bd/wp-content/uploads/2020/01/5ec0134a895ce30d6f89496b4714b7ba2929a0b9.jpg,217,195
fixit-76740,100×16.0mm   4 Inchx5/8 Diamond Cutting Blade Tolsen Brand 76740,Tools and Hardware,Power Tool Accessories,Saw Blades,DIAMOND CUTTING BLADE ,https://fixit.com.bd/wp-content/uploads/2020/01/bd976f5475ee638eff6037aa1644374e22199031.jpg,233,210
fixit-77503,100mm Cup Wire Brush With Nut Tolsen Brand 77503,Tools and Hardware,Power Tool Accessories,Wheel Power Brushes, ,https://fixit.com.bd/wp-content/uploads/2020/01/786574753ab890455660edfeb96a7fc5a6cf9972.jpg,357,321
fixit-77509,100mm Cup Twist Wire Brush With Nut Tolsen Brand 77509,Tools and Hardware,Power Tool Accessories,Wheel Power Brushes, ,https://fixit.com.bd/wp-content/uploads/2020/01/b7e76c45e32fbee7e24d54a15da8f55b94f7e619.jpg,419,377
fixit-77513,75mm Cup Twist Wire Brush With Nut(Heavy Duty) Tolsen Brand 77513,Tools and Hardware,Power Tool Accessories,Wheel Power Brushes, ,https://fixit.com.bd/wp-content/uploads/2020/01/07c8d2e34bd91123fadf6c6accc29738d8056acc.jpg,434,391
fixit-77515,100mm Cup Twist Wire Brush With Nut(Heavy Duty) Tolsen Brand 77515,Tools and Hardware,Power Tool Accessories,Wheel Power Brushes, ,https://fixit.com.bd/wp-content/uploads/2020/01/07c8d2e34bd91123fadf6c6accc29738d8056acc.jpg,667,600
fixit-77534,150mm Circular Grinding Wire Brush Tolsen Brand 77534,Tools and Hardware,Power Tool Accessories,Wheel Power Brushes, ,https://fixit.com.bd/wp-content/uploads/2020/01/dc0ce77a9c7f61f47a832dacd1287989b23d7b1a.jpg,543,489
fixit-77581,75mm Cup Wire Brush With Nut Tolsen Brand 77581,Tools and Hardware,Power Tool Accessories,Wheel Power Brushes, ,https://fixit.com.bd/wp-content/uploads/2020/01/786574753ab890455660edfeb96a7fc5a6cf9972.jpg,202,182
fixit-77587,75mm Cup Twist Wire Brush With Nut Tolsen Brand 77587,Tools and Hardware,Power Tool Accessories,Wheel Power Brushes, ,https://fixit.com.bd/wp-content/uploads/2020/01/b7e76c45e32fbee7e24d54a15da8f55b94f7e619.jpg,248,223
fixit-77823,8mm 3Pcs Magnetic Nut Socket Set Tolsen Brand 77823,Tools and Hardware,Hand Tools,Sockets and Ratchets,"• 40Cr steel• With strong magnetic• 1/4"" quick release hex bits• Length: 48mm• Packing: blister card",https://fixit.com.bd/wp-content/uploads/2020/01/99350d2d600591048b9a3152963c4664e27307fe.jpg,47,42
fixit-77843,8mm 3Pcs Magnetic Nut Socket Set Tolsen Brand 77843,Tools and Hardware,Hand Tools,Sockets and Ratchets,"• 40Cr steel• With strong magnetic• 1/4"" quick release hex bits• Length: 65mm• Packed by blister card",https://fixit.com.bd/wp-content/uploads/2020/01/5abbcffb1e8037e9e3b7d8da655d3f5eb7856d19.jpg,54,49
fixit-77845,10mm 3Pcs Magnetic Nut Socket Set Tolsen Brand 77845,Tools and Hardware,Hand Tools,Sockets and Ratchets,"• 40Cr steel• With strong magnetic• 1/4"" quick release hex bits• Length: 65mm• Packed by blister card",https://fixit.com.bd/wp-content/uploads/2020/01/5abbcffb1e8037e9e3b7d8da655d3f5eb7856d19.jpg,78,70
fixit-77846,11mm 3Pcs Magnetic Nut Socket Set Tolsen Brand 77846,Tools and Hardware,Hand Tools,Sockets and Ratchets,"• 40Cr steel• With strong magnetic• 1/4"" quick release hex bits• Length: 65mm• Packed by blister card",https://fixit.com.bd/wp-content/uploads/2020/01/5abbcffb1e8037e9e3b7d8da655d3f5eb7856d19.jpg,93,84
fixit-77847,12mm 3Pcs Magnetic Nut Socket Set Tolsen Brand 77847,Tools and Hardware,Hand Tools,Sockets and Ratchets,"• 40Cr steel• With strong magnetic• 1/4"" quick release hex bits• Length: 65mm• Packed by blister card",https://fixit.com.bd/wp-content/uploads/2020/01/5abbcffb1e8037e9e3b7d8da655d3f5eb7856d19.jpg,124,112
fixit-77848,13mm 3Pcs Magnetic Nut Socket Set Tolsen Brand 77848,Tools and Hardware,Hand Tools,Sockets and Ratchets,"• 40Cr steel• With strong magnetic• 1/4"" quick release hex bits• Length: 65mm• Packed by blister card",https://fixit.com.bd/wp-content/uploads/2020/01/5abbcffb1e8037e9e3b7d8da655d3f5eb7856d19.jpg,140,126
